month,region,model_code,product_type,term_months,credit_tier,buy_rate_apr,published_apr,money_factor,residual_pct
2025-10,South,MODEL_2,Finance,48,B,6.725,7.613,,
2025-10,South,MODEL_2,Finance,60,B,6.772,7.168,,
2025-10,South,MODEL_2,Lease,36,C,,,0.002343,0.517
2025-10,South,MODEL_2,Lease,48,C,,,0.003021,0.522
2025-10,South,MODEL_2,Lease,60,C,,,0.002798,0.577
2025-10,South,MODEL_3,Lease,36,A,,,0.001716,0.586
2025-10,South,MODEL_3,Lease,48,A,,,0.004071,0.573
2025-10,South,MODEL_3,Finance,60,A,6.345,7.129,,
2025-10,South,MODEL_3,Finance,36,B,5.492,5.935,,
2025-10,South,MODEL_3,Lease,48,B,,,0.003763,0.549
2025-10,South,MODEL_3,Finance,60,B,6.444,6.83,,
2025-10,South,MODEL_3,Finance,36,C,4.202,4.916,,
2025-10,South,MODEL_3,Lease,48,C,,,0.004438,0.574
2025-10,South,MODEL_3,Finance,60,C,4.909,5.724,,
2025-10,South,MODEL_4,Lease,36,A,,,0.002886,0.575
2025-10,South,MODEL_4,Finance,48,A,6.037,6.712,,
2025-10,South,MODEL_4,Lease,60,A,,,0.003245,0.517
2025-10,South,MODEL_4,Finance,36,B,6.502,7.379,,
2025-10,South,MODEL_4,Lease,48,B,,,0.002614,0.557
2025-10,South,MODEL_4,Lease,60,B,,,0.002348,0.59
2025-10,South,MODEL_4,Finance,36,C,5.131,6.078,,
2025-10,South,MODEL_4,Lease,48,C,,,0.004031,0.631
2025-10,South,MODEL_4,Lease,60,C,,,0.002368,0.526
2025-10,South,MODEL_5,Finance,36,A,4.717,5.196,,
2025-10,South,MODEL_5,Finance,48,A,6.725,7.48,,
2025-10,South,MODEL_5,Finance,60,A,5.157,5.953,,
2025-10,South,MODEL_5,Finance,36,B,4.204,4.542,,
2025-10,South,MODEL_5,Lease,48,B,,,0.002493,0.604
2025-10,South,MODEL_5,Finance,60,B,6.092,6.855,,
2025-10,South,MODEL_5,Finance,36,C,3.593,3.924,,
2025-10,South,MODEL_5,Finance,48,C,4.918,5.687,,
2025-10,South,MODEL_5,Finance,60,C,6.36,6.758,,
2025-10,South,MODEL_6,Finance,36,A,4.931,5.533,,
2025-10,South,MODEL_6,Lease,48,A,,,0.003386,0.587
2025-10,South,MODEL_6,Lease,60,A,,,0.002021,0.639
2025-10,South,MODEL_6,Finance,36,B,6.045,6.503,,
2025-10,South,MODEL_6,Finance,48,B,4.88,5.796,,
2025-10,South,MODEL_6,Lease,60,B,,,0.002921,0.626
2025-10,South,MODEL_6,Finance,36,C,6.641,7.408,,
2025-10,South,MODEL_6,Finance,48,C,5.429,6.04,,
2025-10,South,MODEL_6,Finance,60,C,3.889,4.869,,
2025-10,South,MODEL_7,Lease,36,A,,,0.003413,0.536
2025-10,South,MODEL_7,Finance,48,A,4.061,4.932,,
2025-10,South,MODEL_7,Lease,60,A,,,0.003643,0.635
2025-10,South,MODEL_7,Finance,36,B,6.742,7.693,,
2025-10,South,MODEL_7,Finance,48,B,6.795,7.691,,
2025-10,South,MODEL_7,Lease,60,B,,,0.002148,0.502
2025-10,South,MODEL_7,Lease,36,C,,,0.002844,0.494
2025-10,South,MODEL_7,Lease,48,C,,,0.00255,0.538
2025-10,South,MODEL_7,Finance,60,C,4.196,4.953,,
2025-10,South,MODEL_8,Finance,36,A,6.047,7.036,,
2025-10,South,MODEL_8,Finance,48,A,5.158,5.584,,
2025-10,South,MODEL_8,Finance,60,A,5.286,5.937,,
2025-10,South,MODEL_8,Lease,36,B,,,0.001696,0.506
2025-10,South,MODEL_8,Lease,48,B,,,0.003313,0.595
2025-10,South,MODEL_8,Lease,60,B,,,0.003786,0.552
2025-10,South,MODEL_8,Finance,36,C,3.923,4.678,,
2025-10,South,MODEL_8,Lease,48,C,,,0.001949,0.49
2025-10,South,MODEL_8,Lease,60,C,,,0.001507,0.631
2025-10,South,MODEL_9,Finance,36,A,4.617,4.994,,
2025-10,South,MODEL_9,Finance,48,A,5.731,6.594,,
2025-10,South,MODEL_9,Lease,60,A,,,0.003471,0.655
2025-10,South,MODEL_9,Finance,36,B,3.78,4.598,,
2025-10,South,MODEL_9,Lease,48,B,,,0.002723,0.51
2025-10,South,MODEL_9,Lease,60,B,,,0.001661,0.596
2025-10,South,MODEL_9,Finance,36,C,5.286,6.169,,
2025-10,South,MODEL_9,Lease,48,C,,,0.003259,0.619
2025-10,South,MODEL_9,Lease,60,C,,,0.003204,0.553
2025-10,South,MODEL_10,Lease,36,A,,,0.003614,0.532
2025-10,South,MODEL_10,Finance,48,A,4.282,4.703,,
2025-10,South,MODEL_10,Lease,60,A,,,0.004065,0.632
2025-10,South,MODEL_10,Lease,36,B,,,0.004446,0.534
2025-10,South,MODEL_10,Lease,48,B,,,0.002141,0.554
2025-10,South,MODEL_10,Lease,60,B,,,0.004373,0.565
2025-10,South,MODEL_10,Finance,36,C,6.38,7.14,,
2025-10,South,MODEL_10,Finance,48,C,4.803,5.674,,
2025-10,South,MODEL_10,Finance,60,C,4.993,5.534,,
2025-10,Midwest,MODEL_1,Lease,36,A,,,0.002159,0.506
2025-10,Midwest,MODEL_1,Finance,48,A,5.957,6.834,,
2025-10,Midwest,MODEL_1,Lease,60,A,,,0.00159,0.618
2025-10,Midwest,MODEL_1,Finance,36,B,6.94,7.902,,
2025-10,Midwest,MODEL_1,Lease,48,B,,,0.003296,0.568
2025-10,Midwest,MODEL_1,Lease,60,B,,,0.003257,0.51
2025-10,Midwest,MODEL_1,Finance,36,C,4.088,4.872,,
2025-10,Midwest,MODEL_1,Finance,48,C,6.819,7.4,,
2025-10,Midwest,MODEL_1,Finance,60,C,6.168,6.516,,
2025-10,Midwest,MODEL_2,Finance,36,A,4.485,4.996,,
2025-10,Midwest,MODEL_2,Lease,48,A,,,0.002016,0.632
2025-10,Midwest,MODEL_2,Finance,60,A,5.312,6.221,,
2025-10,Midwest,MODEL_2,Lease,36,B,,,0.00165,0.562
2025-10,Midwest,MODEL_2,Finance,48,B,3.565,4.343,,
2025-10,Midwest,MODEL_2,Finance,60,B,5.835,6.182,,
2025-10,Midwest,MODEL_2,Lease,36,C,,,0.001912,0.596
2025-10,Midwest,MODEL_2,Lease,48,C,,,0.003281,0.65
2025-10,Midwest,MODEL_2,Lease,60,C,,,0.003347,0.531
2025-10,Midwest,MODEL_3,Finance,36,A,6.487,7.367,,
2025-10,Midwest,MODEL_3,Lease,48,A,,,0.0032,0.572
2025-10,Midwest,MODEL_3,Finance,60,A,4.202,4.586,,
2025-10,Midwest,MODEL_3,Lease,36,B,,,0.002516,0.631
2025-10,Midwest,MODEL_3,Lease,48,B,,,0.003166,0.624
2025-10,Midwest,MODEL_3,Lease,60,B,,,0.00444,0.581
2025-10,Midwest,MODEL_3,Lease,36,C,,,0.002652,0.554
2025-10,Midwest,MODEL_3,Lease,48,C,,,0.002847,0.586
2025-10,Midwest,MODEL_3,Finance,60,C,3.916,4.386,,
2025-10,Midwest,MODEL_4,Finance,36,A,6.556,7.063,,
2025-10,Midwest,MODEL_4,Lease,48,A,,,0.003168,0.489
2025-10,Midwest,MODEL_4,Lease,60,A,,,0.004128,0.629
2025-10,Midwest,MODEL_4,Finance,36,B,4.194,4.708,,
2025-10,Midwest,MODEL_4,Finance,48,B,5.395,6.275,,
2025-10,Midwest,MODEL_4,Lease,60,B,,,0.001662,0.606
2025-10,Midwest,MODEL_4,Finance,36,C,4.723,5.248,,
2025-10,Midwest,MODEL_4,Lease,48,C,,,0.003115,0.653
2025-10,Midwest,MODEL_4,Lease,60,C,,,0.003227,0.614
2025-10,Midwest,MODEL_5,Finance,36,A,3.733,4.332,,
2025-10,Midwest,MODEL_5,Lease,48,A,,,0.003021,0.537
2025-10,Midwest,MODEL_5,Finance,60,A,4.902,5.8,,
2025-10,Midwest,MODEL_5,Lease,36,B,,,0.002826,0.62
2025-10,Midwest,MODEL_5,Lease,48,B,,,0.004399,0.563
2025-10,Midwest,MODEL_5,Lease,60,B,,,0.001735,0.614
2025-10,Midwest,MODEL_5,Finance,36,C,6.806,7.638,,
2025-10,Midwest,MODEL_5,Lease,48,C,,,0.003737,0.611
2025-10,Midwest,MODEL_5,Finance,60,C,5.869,6.634,,
2025-10,Midwest,MODEL_6,Lease,36,A,,,0.002087,0.604
2025-10,Midwest,MODEL_6,Lease,48,A,,,0.002564,0.564
2025-10,Midwest,MODEL_6,Finance,60,A,5.23,6.196,,
2025-10,Midwest,MODEL_6,Finance,36,B,3.984,4.439,,
2025-10,Midwest,MODEL_6,Lease,48,B,,,0.002584,0.535
2025-10,Midwest,MODEL_6,Lease,60,B,,,0.003087,0.493
2025-10,Midwest,MODEL_6,Finance,36,C,6.062,6.832,,
2025-10,Midwest,MODEL_6,Lease,48,C,,,0.004097,0.557
2025-10,Midwest,MODEL_6,Lease,60,C,,,0.004359,0.588
2025-10,Midwest,MODEL_7,Finance,36,A,6.252,6.985,,
2025-10,Midwest,MODEL_7,Lease,48,A,,,0.00258,0.598
2025-10,Midwest,MODEL_7,Finance,60,A,6.323,6.938,,
2025-10,Midwest,MODEL_7,Finance,36,B,5.431,5.89,,
2025-10,Midwest,MODEL_7,Lease,48,B,,,0.002639,0.534
2025-10,Midwest,MODEL_7,Finance,60,B,6.262,6.565,,
2025-10,Midwest,MODEL_7,Finance,36,C,5.861,6.374,,
2025-10,Midwest,MODEL_7,Lease,48,C,,,0.003061,0.552
2025-10,Midwest,MODEL_7,Finance,60,C,5.194,5.532,,
2025-10,Midwest,MODEL_8,Finance,36,A,3.883,4.326,,
2025-10,Midwest,MODEL_8,Lease,48,A,,,0.004373,0.577
2025-10,Midwest,MODEL_8,Finance,60,A,4.626,5.152,,
2025-10,Midwest,MODEL_8,Finance,36,B,4.854,5.313,,
2025-10,Midwest,MODEL_8,Finance,48,B,5.655,6.385,,
2025-10,Midwest,MODEL_8,Finance,60,B,6.021,6.491,,
2025-10,Midwest,MODEL_8,Finance,36,C,6.776,7.498,,
2025-10,Midwest,MODEL_8,Finance,48,C,5.974,6.904,,
2025-10,Midwest,MODEL_8,Finance,60,C,3.77,4.723,,
2025-10,Midwest,MODEL_9,Lease,36,A,,,0.003925,0.536
2025-10,Midwest,MODEL_9,Finance,48,A,3.806,4.116,,
2025-10,Midwest,MODEL_9,Finance,60,A,6.001,6.507,,
2025-10,Midwest,MODEL_9,Finance,36,B,5.076,5.952,,
2025-10,Midwest,MODEL_9,Finance,48,B,5.664,5.981,,
2025-10,Midwest,MODEL_9,Lease,60,B,,,0.003099,0.625
2025-10,Midwest,MODEL_9,Lease,36,C,,,0.002457,0.491
2025-10,Midwest,MODEL_9,Lease,48,C,,,0.002836,0.486
2025-10,Midwest,MODEL_9,Lease,60,C,,,0.003906,0.588
2025-10,Midwest,MODEL_10,Lease,36,A,,,0.002734,0.564
2025-10,Midwest,MODEL_10,Finance,48,A,5.597,6.312,,
2025-10,Midwest,MODEL_10,Lease,60,A,,,0.003906,0.545
2025-10,Midwest,MODEL_10,Lease,36,B,,,0.003871,0.551
2025-10,Midwest,MODEL_10,Lease,48,B,,,0.003523,0.591
2025-10,Midwest,MODEL_10,Lease,60,B,,,0.001621,0.623
2025-10,Midwest,MODEL_10,Lease,36,C,,,0.003826,0.658
2025-10,Midwest,MODEL_10,Lease,48,C,,,0.004427,0.66
2025-10,Midwest,MODEL_10,Finance,60,C,5.86,6.404,,
2025-10,West,MODEL_1,Finance,36,A,4.147,4.52,,
2025-10,West,MODEL_1,Lease,48,A,,,0.001724,0.565
2025-10,West,MODEL_1,Finance,60,A,4.338,5.153,,
2025-10,West,MODEL_1,Lease,36,B,,,0.003951,0.522
2025-10,West,MODEL_1,Finance,48,B,4.812,5.334,,
2025-10,West,MODEL_1,Finance,60,B,4.444,5.128,,
2025-10,West,MODEL_1,Finance,36,C,5.816,6.472,,
2025-10,West,MODEL_1,Lease,48,C,,,0.002078,0.65
2025-10,West,MODEL_1,Lease,60,C,,,0.002418,0.617
2025-10,West,MODEL_2,Finance,36,A,6.993,7.983,,
2025-10,West,MODEL_2,Lease,48,A,,,0.002569,0.576
2025-10,West,MODEL_2,Finance,60,A,3.832,4.401,,
2025-10,West,MODEL_2,Finance,36,B,4.738,5.289,,
2025-10,West,MODEL_2,Finance,48,B,3.513,3.858,,
2025-10,West,MODEL_2,Lease,60,B,,,0.002224,0.657
2025-10,West,MODEL_2,Finance,36,C,3.639,3.941,,
2025-10,West,MODEL_2,Lease,48,C,,,0.002318,0.633
2025-10,West,MODEL_2,Lease,60,C,,,0.003999,0.653
2025-10,West,MODEL_3,Lease,36,A,,,0.002305,0.496
2025-10,West,MODEL_3,Lease,48,A,,,0.002143,0.64
2025-10,West,MODEL_3,Lease,60,A,,,0.003481,0.553
2025-10,West,MODEL_3,Finance,36,B,6.784,7.119,,
2025-10,West,MODEL_3,Finance,48,B,6.48,6.835,,
2025-10,West,MODEL_3,Lease,60,B,,,0.001887,0.556
2025-10,West,MODEL_3,Finance,36,C,5.632,6.619,,
2025-10,West,MODEL_3,Lease,48,C,,,0.002542,0.656
2025-10,West,MODEL_3,Lease,60,C,,,0.00312,0.656
2025-10,West,MODEL_4,Finance,36,A,6.45,7.063,,
2025-10,West,MODEL_4,Finance,48,A,3.754,4.341,,
2025-10,West,MODEL_4,Lease,60,A,,,0.003955,0.657
2025-10,West,MODEL_4,Finance,36,B,6.441,7.118,,
2025-10,West,MODEL_4,Finance,48,B,6.211,6.518,,
2025-10,West,MODEL_4,Lease,60,B,,,0.004137,0.546
2025-10,West,MODEL_4,Finance,36,C,5.658,6.582,,
2025-10,West,MODEL_4,Finance,48,C,4.11,4.792,,
2025-10,West,MODEL_4,Lease,60,C,,,0.004207,0.508
2025-10,West,MODEL_5,Finance,36,A,6.758,7.422,,
2025-10,West,MODEL_5,Lease,48,A,,,0.003043,0.588
2025-10,West,MODEL_5,Lease,60,A,,,0.004497,0.641
2025-10,West,MODEL_5,Finance,36,B,5.484,5.943,,
2025-10,West,MODEL_5,Lease,48,B,,,0.002891,0.598
2025-10,West,MODEL_5,Lease,60,B,,,0.004182,0.542
2025-10,West,MODEL_5,Lease,36,C,,,0.002099,0.485
2025-10,West,MODEL_5,Finance,48,C,5.687,6.102,,
2025-10,West,MODEL_5,Finance,60,C,5.629,6.15,,
2025-10,West,MODEL_6,Finance,36,A,3.863,4.816,,
2025-10,West,MODEL_6,Finance,48,A,4.464,4.771,,
2025-10,West,MODEL_6,Lease,60,A,,,0.002648,0.501
2025-10,West,MODEL_6,Lease,36,B,,,0.003212,0.602
2025-10,West,MODEL_6,Lease,48,B,,,0.004172,0.615
2025-10,West,MODEL_6,Finance,60,B,3.874,4.441,,
2025-10,West,MODEL_6,Finance,36,C,6.37,6.889,,
2025-10,West,MODEL_6,Lease,48,C,,,0.001709,0.606
2025-10,West,MODEL_6,Finance,60,C,6.809,7.493,,
2025-10,West,MODEL_7,Finance,36,A,4.773,5.498,,
2025-10,West,MODEL_7,Lease,48,A,,,0.004081,0.515
2025-10,West,MODEL_7,Finance,60,A,4.674,5.488,,
2025-10,West,MODEL_7,Lease,36,B,,,0.002946,0.569
2025-10,West,MODEL_7,Finance,48,B,6.983,7.656,,
2025-10,West,MODEL_7,Lease,60,B,,,0.001826,0.488
2025-10,West,MODEL_7,Finance,36,C,3.848,4.156,,
2025-10,West,MODEL_7,Finance,48,C,6.821,7.34,,
2025-10,West,MODEL_7,Lease,60,C,,,0.001854,0.48
2025-10,West,MODEL_8,Lease,36,A,,,0.003698,0.61
2025-10,West,MODEL_8,Finance,48,A,5.077,5.568,,
2025-10,West,MODEL_8,Lease,60,A,,,0.002753,0.519
2025-10,West,MODEL_8,Finance,36,B,4.439,5.394,,
2025-10,West,MODEL_8,Lease,48,B,,,0.002103,0.641
2025-10,West,MODEL_8,Lease,60,B,,,0.001988,0.629
2025-10,West,MODEL_8,Finance,36,C,4.205,4.589,,
2025-10,West,MODEL_8,Finance,48,C,6.973,7.613,,
2025-10,West,MODEL_8,Finance,60,C,5.937,6.52,,
2025-10,West,MODEL_9,Finance,36,A,6.553,7.13,,
2025-10,West,MODEL_9,Finance,48,A,3.759,4.257,,
2025-10,West,MODEL_9,Lease,60,A,,,0.002294,0.52
2025-10,West,MODEL_9,Lease,36,B,,,0.002975,0.569
2025-10,West,MODEL_9,Finance,48,B,6.592,7.502,,
2025-10,West,MODEL_9,Finance,60,B,6.155,6.675,,
2025-10,West,MODEL_9,Finance,36,C,3.699,4.124,,
2025-10,West,MODEL_9,Finance,48,C,6.015,6.555,,
2025-10,West,MODEL_9,Finance,60,C,6.209,6.753,,
2025-10,West,MODEL_10,Finance,36,A,4.758,5.556,,
2025-10,West,MODEL_10,Finance,48,A,4.256,4.891,,
2025-10,West,MODEL_10,Lease,60,A,,,0.004246,0.483
2025-10,West,MODEL_10,Lease,36,B,,,0.004433,0.568
2025-10,West,MODEL_10,Finance,48,B,6.231,7.094,,
2025-10,West,MODEL_10,Finance,60,B,5.958,6.32,,
2025-10,West,MODEL_10,Lease,36,C,,,0.002147,0.595
2025-10,West,MODEL_10,Lease,48,C,,,0.003442,0.519
2025-10,West,MODEL_10,Finance,60,C,5.694,6.391,,
2025-11,East,MODEL_1,Finance,36,A,3.807,4.684,,
2025-11,East,MODEL_1,Lease,48,A,,,0.0026,0.493
2025-11,East,MODEL_1,Lease,60,A,,,0.002282,0.647
2025-11,East,MODEL_1,Finance,36,B,5.615,6.14,,
2025-11,East,MODEL_1,Lease,48,B,,,0.003978,0.575
2025-11,East,MODEL_1,Finance,60,B,5.849,6.229,,
2025-11,East,MODEL_1,Lease,36,C,,,0.004319,0.646
2025-11,East,MODEL_1,Finance,48,C,6.362,6.851,,
2025-11,East,MODEL_1,Lease,60,C,,,0.00155,0.588
2025-11,East,MODEL_2,Finance,36,A,6.454,7.29,,
2025-11,East,MODEL_2,Finance,48,A,6.583,7.318,,
2025-11,East,MODEL_2,Finance,60,A,3.501,3.875,,
2025-11,East,MODEL_2,Finance,36,B,3.574,4.28,,
2025-11,East,MODEL_2,Lease,48,B,,,0.002823,0.544
2025-11,East,MODEL_2,Finance,60,B,4.748,5.475,,
2025-11,East,MODEL_2,Lease,36,C,,,0.003648,0.607
2025-11,East,MODEL_2,Lease,48,C,,,0.002179,0.527
2025-11,East,MODEL_2,Lease,60,C,,,0.003946,0.48
2025-11,East,MODEL_3,Lease,36,A,,,0.00388,0.502
2025-11,East,MODEL_3,Finance,48,A,6.869,7.649,,
2025-11,East,MODEL_3,Lease,60,A,,,0.004183,0.646
2025-11,East,MODEL_3,Lease,36,B,,,0.00299,0.549
2025-11,East,MODEL_3,Lease,48,B,,,0.003661,0.579
2025-11,East,MODEL_3,Finance,60,B,6.792,7.209,,
2025-11,East,MODEL_3,Lease,36,C,,,0.004348,0.608
2025-11,East,MODEL_3,Lease,48,C,,,0.002209,0.511
2025-11,East,MODEL_3,Lease,60,C,,,0.002553,0.574
2025-11,East,MODEL_4,Finance,36,A,6.379,7.129,,
2025-11,East,MODEL_4,Lease,48,A,,,0.004174,0.657
2025-11,East,MODEL_4,Lease,60,A,,,0.004231,0.488
2025-11,East,MODEL_4,Finance,36,B,6.868,7.386,,
2025-11,East,MODEL_4,Lease,48,B,,,0.003819,0.562
2025-11,East,MODEL_4,Finance,60,B,5.684,6.215,,
2025-11,East,MODEL_4,Finance,36,C,6.743,7.156,,
2025-11,East,MODEL_4,Finance,48,C,4.223,4.93,,
2025-11,East,MODEL_4,Lease,60,C,,,0.001988,0.512
2025-11,East,MODEL_5,Lease,36,A,,,0.001636,0.623
2025-11,East,MODEL_5,Finance,48,A,6.32,6.821,,
2025-11,East,MODEL_5,Lease,60,A,,,0.003041,0.652
2025-11,East,MODEL_5,Finance,36,B,6.217,7.058,,
2025-11,East,MODEL_5,Finance,48,B,5.487,5.892,,
2025-11,East,MODEL_5,Lease,60,B,,,0.003093,0.572
2025-11,East,MODEL_5,Finance,36,C,5.67,6.3,,
2025-11,East,MODEL_5,Lease,48,C,,,0.001794,0.642
2025-11,East,MODEL_5,Finance,60,C,5.047,5.397,,
2025-11,East,MODEL_6,Finance,36,A,5.368,5.83,,
2025-11,East,MODEL_6,Lease,48,A,,,0.00168,0.564
2025-11,East,MODEL_6,Finance,60,A,4.212,4.588,,
2025-11,East,MODEL_6,Finance,36,B,3.719,4.149,,
2025-11,East,MODEL_6,Lease,48,B,,,0.001761,0.518
2025-11,East,MODEL_6,Finance,60,B,4.615,5.115,,
2025-11,East,MODEL_6,Finance,36,C,6.386,7.158,,
2025-11,East,MODEL_6,Finance,48,C,4.237,5.035,,
2025-11,East,MODEL_6,Finance,60,C,6.853,7.211,,
2025-11,East,MODEL_7,Lease,36,A,,,0.00188,0.591
2025-11,East,MODEL_7,Finance,48,A,6.58,7.053,,
2025-11,East,MODEL_7,Finance,60,A,6.339,7.007,,
2025-11,East,MODEL_7,Finance,36,B,6.188,6.724,,
2025-11,East,MODEL_7,Lease,48,B,,,0.002345,0.656
2025-11,East,MODEL_7,Finance,60,B,3.674,4.311,,
2025-11,East,MODEL_7,Lease,36,C,,,0.001876,0.604
2025-11,East,MODEL_7,Lease,48,C,,,0.00258,0.488
2025-11,East,MODEL_7,Finance,60,C,6.863,7.414,,
2025-11,East,MODEL_8,Lease,36,A,,,0.002272,0.589
2025-11,East,MODEL_8,Finance,48,A,4.007,4.559,,
2025-11,East,MODEL_8,Lease,60,A,,,0.00427,0.516
2025-11,East,MODEL_8,Finance,36,B,3.652,4.474,,
2025-11,East,MODEL_8,Finance,48,B,3.939,4.269,,
2025-11,East,MODEL_8,Finance,60,B,6.606,7.114,,
2025-11,East,MODEL_8,Finance,36,C,4.672,5.242,,
2025-11,East,MODEL_8,Lease,48,C,,,0.004185,0.623
2025-11,East,MODEL_8,Lease,60,C,,,0.002308,0.655
2025-11,East,MODEL_9,Lease,36,A,,,0.002749,0.512
2025-11,East,MODEL_9,Lease,48,A,,,0.00214,0.604
2025-11,East,MODEL_9,Lease,60,A,,,0.001895,0.533
2025-11,East,MODEL_9,Finance,36,B,5.457,6.446,,
2025-11,East,MODEL_9,Finance,48,B,4.964,5.429,,
2025-11,East,MODEL_9,Lease,60,B,,,0.003902,0.628
2025-11,East,MODEL_9,Finance,36,C,6.771,7.408,,
2025-11,East,MODEL_9,Finance,48,C,6.661,7.193,,
2025-11,East,MODEL_9,Lease,60,C,,,0.003207,0.626
2025-11,East,MODEL_10,Finance,36,A,6.543,6.846,,
2025-11,East,MODEL_10,Lease,48,A,,,0.003495,0.594
2025-11,East,MODEL_10,Finance,60,A,6.785,7.622,,
2025-11,East,MODEL_10,Lease,36,B,,,0.003639,0.498
2025-11,East,MODEL_10,Lease,48,B,,,0.00285,0.523
2025-11,East,MODEL_10,Finance,60,B,6.109,6.657,,
2025-11,East,MODEL_10,Finance,36,C,3.98,4.558,,
2025-11,East,MODEL_10,Finance,48,C,4.864,5.486,,
2025-11,East,MODEL_10,Finance,60,C,6.862,7.42,,
2025-11,South,MODEL_1,Finance,36,A,4.449,4.971,,
2025-11,South,MODEL_1,Lease,48,A,,,0.002412,0.59
2025-11,South,MODEL_1,Finance,60,A,6.507,6.993,,
2025-11,South,MODEL_1,Lease,36,B,,,0.002086,0.62
2025-11,South,MODEL_1,Lease,48,B,,,0.003591,0.511
2025-11,South,MODEL_1,Finance,60,B,3.609,4.288,,
2025-11,South,MODEL_1,Lease,36,C,,,0.0028,0.652
2025-11,South,MODEL_1,Finance,48,C,3.843,4.151,,
2025-11,South,MODEL_1,Lease,60,C,,,0.00153,0.54
2025-11,South,MODEL_2,Finance,36,A,5.611,6.09,,
2025-11,South,MODEL_2,Finance,48,A,4.08,4.433,,
2025-11,South,MODEL_2,Lease,60,A,,,0.002778,0.526
2025-11,South,MODEL_2,Lease,36,B,,,0.003919,0.527
2025-11,South,MODEL_2,Finance,48,B,5.359,5.791,,
2025-11,South,MODEL_2,Finance,60,B,6.545,7.272,,
2025-11,South,MODEL_2,Lease,36,C,,,0.002962,0.623
2025-11,South,MODEL_2,Lease,48,C,,,0.003438,0.52
2025-11,South,MODEL_2,Lease,60,C,,,0.004491,0.502
2025-11,South,MODEL_3,Finance,36,A,3.59,4.576,,
2025-11,South,MODEL_3,Finance,48,A,5.094,6.06,,
2025-11,South,MODEL_3,Finance,60,A,6.709,7.059,,
2025-11,South,MODEL_3,Lease,36,B,,,0.00212,0.57
2025-11,South,MODEL_3,Finance,48,B,3.659,4.105,,
2025-11,South,MODEL_3,Finance,60,B,4.05,4.366,,
2025-11,South,MODEL_3,Finance,36,C,3.657,4.545,,
2025-11,South,MODEL_3,Finance,48,C,3.821,4.374,,
2025-11,South,MODEL_3,Finance,60,C,4.808,5.674,,
2025-11,South,MODEL_4,Lease,36,A,,,0.002969,0.565
2025-11,South,MODEL_4,Finance,48,A,3.643,4.192,,
2025-11,South,MODEL_4,Lease,60,A,,,0.002296,0.498
2025-11,South,MODEL_4,Finance,36,B,6.432,7.186,,
2025-11,South,MODEL_4,Finance,48,B,4.477,5.299,,
2025-11,South,MODEL_4,Lease,60,B,,,0.003202,0.543
2025-11,South,MODEL_4,Finance,36,C,3.97,4.721,,
2025-11,South,MODEL_4,Finance,48,C,4.657,5.423,,
2025-11,South,MODEL_4,Finance,60,C,4.075,4.922,,
2025-11,South,MODEL_5,Finance,36,A,5.27,5.68,,
2025-11,South,MODEL_5,Lease,48,A,,,0.003927,0.608
2025-11,South,MODEL_5,Lease,60,A,,,0.003492,0.511
2025-11,South,MODEL_5,Lease,36,B,,,0.001842,0.655
2025-11,South,MODEL_5,Lease,48,B,,,0.00298,0.563
2025-11,South,MODEL_5,Lease,60,B,,,0.002941,0.624
2025-11,South,MODEL_5,Lease,36,C,,,0.004479,0.65
2025-11,South,MODEL_5,Lease,48,C,,,0.004497,0.531
2025-11,South,MODEL_5,Finance,60,C,4.887,5.498,,
2025-11,South,MODEL_6,Lease,36,A,,,0.002692,0.595
2025-11,South,MODEL_6,Lease,48,A,,,0.004401,0.614
2025-11,South,MODEL_6,Lease,60,A,,,0.004238,0.482
2025-11,South,MODEL_6,Lease,36,B,,,0.004432,0.653
2025-11,South,MODEL_6,Lease,48,B,,,0.003261,0.539
2025-11,South,MODEL_6,Lease,60,B,,,0.002182,0.54
2025-11,South,MODEL_6,Lease,36,C,,,0.003987,0.529
2025-11,South,MODEL_6,Lease,48,C,,,0.001911,0.532
2025-11,South,MODEL_6,Finance,60,C,4.512,5.127,,
2025-11,South,MODEL_7,Finance,36,A,4.215,4.596,,
2025-11,South,MODEL_7,Finance,48,A,5.189,5.743,,
2025-11,South,MODEL_7,Lease,60,A,,,0.004446,0.521
2025-11,South,MODEL_7,Lease,36,B,,,0.002763,0.503
2025-11,South,MODEL_7,Finance,48,B,5.552,6.157,,
2025-11,South,MODEL_7,Lease,60,B,,,0.003042,0.528
2025-11,South,MODEL_7,Finance,36,C,4.235,5.152,,
2025-11,South,MODEL_7,Finance,48,C,6.721,7.229,,
2025-11,South,MODEL_7,Lease,60,C,,,0.002811,0.535
2025-11,South,MODEL_8,Lease,36,A,,,0.00377,0.635
2025-11,South,MODEL_8,Lease,48,A,,,0.001895,0.581
2025-11,South,MODEL_8,Lease,60,A,,,0.002249,0.517
2025-11,South,MODEL_8,Lease,36,B,,,0.001834,0.527
2025-11,South,MODEL_8,Finance,48,B,4.335,4.726,,
2025-11,South,MODEL_8,Lease,60,B,,,0.002448,0.585
2025-11,South,MODEL_8,Finance,36,C,5.583,6.046,,
2025-11,South,MODEL_8,Lease,48,C,,,0.002267,0.61
2025-11,South,MODEL_8,Finance,60,C,6.349,6.75,,
2025-11,South,MODEL_9,Lease,36,A,,,0.001711,0.657
2025-11,South,MODEL_9,Lease,48,A,,,0.003188,0.522
